cod_cli;dat_ag;num_vac_ag;tipo_vac_ag;obs_ag;ok_ag;indice
3102;2026-06-05;"02        ";RAIVA GATO - IMPORTADA;;"N         ";7393
4113;2026-06-12;"01        ";RAIVA CAO - NACIONAL;;"N         ";7396
4177;2026-06-12;"02        ";RAIVA CAO - IMPORTADA;;"N         ";7402
5183;2026-06-13;"02        ";V3 GATO - NACIONAL;AQUILA E NANDO;"N         ";7398
5181;2026-06-13;"02        ";V3 GATO - NACIONAL;;"N         ";7399
3046;2026-06-17;"02        ";RAIVA CAO - NACIONAL;;"N         ";7405
4169;2026-06-18;"02        ";RAIVA CAO - NACIONAL;;"N         ";7406
7268;2026-06-23;"06        ";V8 - IMPORTADA;;"N         ";7408
5181;2026-06-23;"03        ";V3 GATO - NACIONAL;;"N         ";7409
3098;2026-07-01;"02        ";V8 - IMPORTADA;;"N         ";7411
5187;2026-07-01;"01        ";RAIVA CAO - NACIONAL;;"N         ";7413
5189;2026-07-04;"1         ";RAIVA CAO - IMPORTADA;;"N         ";7416
3098;2026-07-07;"02        ";RAIVA CAO - IMPORTADA;;"N         ";7417
7271;2026-07-14;"02        ";V8 - IMPORTADA;;"N         ";7428
4177;2026-07-15;"01        ";V8 - IMPORTADA;;"N         ";7425
5189;2026-07-15;"01        ";V8 - IMPORTADA;;"N         ";7426
5187;2026-07-16;"01        ";V12 - NACIONAL;;"N         ";7432
3105;2026-07-18;"03        ";V3 GATO - NACIONAL;;"N         ";7433
7272;2026-07-18;"1         ";V8 - IMPORTADA;;"N         ";7443
3105;2026-07-24;"03        ";RAIVA GATO - NACIONAL;;"N         ";7436
7271;2026-07-25;"02        ";RAIVA CAO - IMPORTADA;;"N         ";7437
4124;2026-07-28;"02        ";RAIVA CAO - IMPORTADA;;"N         ";7440
7272;2026-07-28;"01        ";RAIVA CAO - IMPORTADA;;"N         ";7442
8273;2026-08-04;"01        ";V8 - IMPORTADA;;"N         ";8444
8274;2026-08-04;"01        ";V8 - IMPORTADA;;"N         ";8445
5183;2026-08-05;"01        ";RAIVA GATO - NACIONAL;AQUILA;"N         ";8446
5183;2026-08-05;"01        ";RAIVA GATO - NACIONAL;ANINHA;"N         ";8447
5193;2026-08-06;"01        ";V8 - IMPORTADA;;"N         ";8450
4169;2026-08-07;"02        ";RAIVA CAO - NACIONAL;;"N         ";8452
4124;2026-08-08;"02        ";V8 - IMPORTADA;;"N         ";8453
4124;2026-08-11;"02        ";V8 - IMPORTADA;;"N         ";8454
5184;2026-08-12;"01        ";V12 - NACIONAL;;"N         ";8455
5183;2026-08-12;"02        ";RAIVA GATO - NACIONAL;ANINHA E NANDO;"N         ";8458
5181;2026-08-12;"03        ";RAIVA GATO - NACIONAL;;"N         ";8459
5193;2026-08-13;"01        ";RAIVA CAO - IMPORTADA;;"N         ";8460
8281;2026-08-14;"01        ";V8 - IMPORTADA;;"N         ";8477
3099;2026-08-15;"01        ";RAIVA CAO - IMPORTADA;;"N         ";8461
5199;2026-08-18;"01        ";V12 - NACIONAL;;"N         ";8463
7269;2026-08-19;"01        ";V8 - IMPORTADA;;"N         ";8464
7273;2026-08-19;"01        ";V8 - IMPORTADA;;"N         ";8466
5188;2026-09-07;"01        ";V8 - IMPORTADA;;"N         ";9488
5188;2026-09-07;"          ";;;"N         ";9489
7269;2026-09-09;"01        ";RAIVA CAO - IMPORTADA;;"N         ";8475
8281;2026-09-09;"01        ";RAIVA CAO - IMPORTADA;;"N         ";8478
7273;2026-09-10;"01        ";RAIVA CAO - IMPORTADA;;"N         ";8476
8276;2026-09-10;"01        ";V8 - IMPORTADA;;"N         ";8482
4124;2026-09-15;"02        ";RAIVA CAO - IMPORTADA;LEVAR CARTEIRINHA;"N         ";9481
5199;2026-09-16;"01        ";RAIVA CAO - NACIONAL;;"N         ";9483
4163;2026-09-18;"02        ";V8 - IMPORTADA;;"N         ";8480
8276;2026-09-18;"01        ";RAIVA CAO - IMPORTADA;;"N         ";9485
5183;2026-09-19;"03        ";V12 - NACIONAL;;"N         ";9487
5180;2026-09-23;"01        ";V8 - IMPORTADA;;"N         ";10490
5180;2026-10-02;"01        ";RAIVA CAO - IMPORTADA;;"N         ";10494
3074;2026-10-06;"01        ";V12 - NACIONAL;;"N         ";10495
3073;2026-10-06;"01        ";V8 - IMPORTADA;01 DOENCA GATO;"N         ";10496
5183;2026-10-08;"03        ";RAIVA CAO - NACIONAL;;"N         ";10497
3079;2026-10-13;"02        ";V12 - NACIONAL;;"N         ";10499
3079;2026-10-14;"02        ";V12 - NACIONAL;;"N         ";10500
8278;2026-10-14;"02        ";V12 - NACIONAL;;"N         ";10502
8280;2026-10-14;"01        ";V8 - IMPORTADA;;"N         ";10504
5210;2026-10-16;"01        ";V12 - NACIONAL;;"N         ";10505
8278;2026-10-21;"3         ";RAIVA CAO - NACIONAL;;"N         ";10508
8280;2026-10-22;"01        ";RAIVA CAO - IMPORTADA;;"N         ";10509
8284;2026-10-22;"01        ";V8 - IMPORTADA;01 RONVAC GATO;"N         ";10510
3074;2026-10-22;"01        ";RAIVA CAO - NACIONAL;;"N         ";10511
5210;2026-10-23;"01        ";RAIVA CAO - NACIONAL;;"N         ";10512
8279;2026-10-23;"01        ";V8 - IMPORTADA;;"N         ";10514
8279;2026-10-23;"          ";;;"N         ";10515
8284;2026-10-27;"02        ";RAIVA GATO - IMPORTADA;;"N         ";10516
2018;2026-10-28;"02        ";V8 - IMPORTADA;;"N         ";10517
8285;2026-10-28;"02        ";V8 - IMPORTADA;;"N         ";10518
5209;2026-11-06;"01        ";RAIVA CAO - NACIONAL;;"N         ";10520
8279;2026-11-06;"01        ";RAIVA CAO - IMPORTADA;;"N         ";10522
3073;2026-11-11;"02        ";RAIVA CAO - IMPORTADA;01 E GATO;"N         ";10525
5211;2026-11-12;"01        ";RAIVA CAO - NACIONAL;;"N         ";10531
6249;2026-11-14;"01        ";V8 - IMPORTADA;;"N         ";10534
8289;2026-11-14;"02        ";V8 - IMPORTADA;;"N         ";10537
6255;2026-11-19;"02        ";RAIVA CAO - NACIONAL;01 E GATO;"N         ";10538
3067;2026-11-19;"01        ";RAIVA CAO - NACIONAL;;"N         ";10539
5202;2026-11-19;"01        ";RAIVA CAO - IMPORTADA;;"N         ";10540
4168;2026-11-19;"01        ";V12 - NACIONAL;;"N         ";10542
5211;2026-11-19;"01        ";V12 - NACIONAL;;"N         ";10543
3106;2026-11-24;"          ";RAIVA CAO - IMPORTADA;;"N         ";10546
6249;2026-12-03;"1         ";V8 - IMPORTADA;;"N         ";10548
8288;2026-12-05;"01        ";V8 - IMPORTADA;;"N         ";10550
5216;2026-12-11;"05        ";V8 - IMPORTADA;;"N         ";10553
6257;2026-12-15;"3         ";V12 - NACIONAL;;"N         ";10554
3102;2026-12-15;"1         ";V12 - NACIONAL;;"N         ";10555
3106;2026-12-17;"02        ";V8 - IMPORTADA;;"N         ";10556
8287;2026-12-22;"01        ";V8 - IMPORTADA;;"N         ";10557
5209;2026-12-22;"01        ";V12 - NACIONAL;;"N         ";10558
3087;2026-12-22;"01        ";V8 - IMPORTADA;;"N         ";10559
3102;2026-12-29;"01        ";RAIVA CAO - NACIONAL;;"N         ";10560
8295;2027-01-13;"1         ";V12 - NACIONAL;;"N         ";10568
8296;2027-01-13;"2         ";V3 GATO - NACIONAL;;"N         ";10569
4170;2027-01-20;"3         ";V12 - NACIONAL;REFORÇO ANUAL;"N         ";10570
8295;2027-01-20;"1         ";RAIVA CAO - NACIONAL;;"N         ";10571
8296;2027-01-20;"2         ";RAIVA GATO - NACIONAL;;"N         ";10572
4170;2027-01-20;"3         ";RAIVA CAO - NACIONAL;;"N         ";10573
